Site-Specific Likelihood Analysis for Clade_8
==================================================

Supporting sites: 620
Conflicting sites: 278
Neutral sites: 1
Support ratio: 2.2302
Sum of supporting deltas: -39.4391
Sum of conflicting deltas: 38.6437
Weighted support ratio: 1.0206

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
1	2.456587	2.456812	-0.000225	True
2	2.456587	2.456812	-0.000225	True
3	4.038130	4.038454	-0.000324	True
4	5.184402	5.182816	0.001586	False
5	2.772967	2.773218	-0.000252	True
6	2.772967	2.773218	-0.000252	True
7	10.230275	10.277372	-0.047097	True
8	5.548879	5.560100	-0.011222	True
9	5.816510	5.810808	0.005702	False
10	15.007928	15.048153	-0.040225	True
11	4.038130	4.038454	-0.000324	True
12	4.038130	4.038454	-0.000324	True
13	12.533408	12.543695	-0.010287	True
14	4.038130	4.038454	-0.000324	True
15	2.562234	2.562468	-0.000234	True
16	4.949938	4.948345	0.001592	False
17	10.817138	10.821121	-0.003983	True
18	9.148160	9.078688	0.069472	False
19	17.140367	14.884812	2.255555	False
20	11.384453	11.282898	0.101556	False
21	12.406741	12.381044	0.025696	False
22	12.991821	12.996821	-0.004999	True
23	2.562234	2.562468	-0.000234	True
24	2.772967	2.773218	-0.000252	True
25	19.127626	18.950422	0.177204	False
26	2.456587	2.456812	-0.000225	True
27	2.772967	2.773218	-0.000252	True
28	12.173326	12.156074	0.017252	False
29	7.175615	7.149358	0.026257	False
30	2.772967	2.773218	-0.000252	True
31	20.854252	20.824090	0.030162	False
32	4.038130	4.038454	-0.000324	True
33	2.562234	2.562468	-0.000234	True
34	12.352344	12.358470	-0.006126	True
35	2.562234	2.562468	-0.000234	True
36	2.456587	2.456812	-0.000225	True
37	12.931381	12.880880	0.050500	False
38	4.038130	4.038454	-0.000324	True
39	4.038130	4.038454	-0.000324	True
40	18.676868	18.845072	-0.168203	True
41	5.227343	5.230102	-0.002759	True
42	2.772967	2.773218	-0.000252	True
43	13.815825	13.811455	0.004370	False
44	2.456587	2.456812	-0.000225	True
45	2.562234	2.562468	-0.000234	True
46	11.842167	11.834891	0.007276	False
47	2.772967	2.773218	-0.000252	True
48	2.562234	2.562468	-0.000234	True
49	17.765993	17.637529	0.128464	False
50	2.772967	2.773218	-0.000252	True
51	2.562234	2.562468	-0.000234	True
52	8.938629	8.870116	0.068513	False
53	12.331764	12.248698	0.083066	False
54	2.772967	2.773218	-0.000252	True
