Site-Specific Likelihood Analysis for Clade_5
==================================================

Supporting sites: 651
Conflicting sites: 246
Neutral sites: 1
Support ratio: 2.6463
Sum of supporting deltas: -63.4931
Sum of conflicting deltas: 39.3736
Weighted support ratio: 1.6126

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
1	2.456587	2.477414	-0.020827	True
2	2.456587	2.477414	-0.020827	True
3	4.038130	4.067509	-0.029379	True
4	5.184402	5.220111	-0.035709	True
5	2.772967	2.795959	-0.022993	True
6	2.772967	2.795959	-0.022993	True
7	10.230275	10.238339	-0.008064	True
8	5.548879	5.345984	0.202895	False
9	5.816510	5.834701	-0.018191	True
10	15.007928	14.930601	0.077327	False
11	4.038130	4.067509	-0.029379	True
12	4.038130	4.067509	-0.029379	True
13	12.533408	12.489151	0.044257	False
14	4.038130	4.067509	-0.029379	True
15	2.562234	2.583806	-0.021573	True
16	4.949938	4.984720	-0.034782	True
17	10.817138	10.832055	-0.014917	True
18	9.148160	9.150951	-0.002791	True
19	17.140367	17.164077	-0.023710	True
20	11.384453	11.440136	-0.055683	True
21	12.406741	12.417853	-0.011113	True
22	12.991821	13.012596	-0.020775	True
23	2.562234	2.583806	-0.021573	True
24	2.772967	2.795959	-0.022993	True
25	19.127626	19.619256	-0.491630	True
26	2.456587	2.477414	-0.020827	True
27	2.772967	2.795959	-0.022993	True
28	12.173326	12.198492	-0.025167	True
29	7.175615	7.185533	-0.009919	True
30	2.772967	2.795959	-0.022993	True
31	20.854252	20.799723	0.054529	False
32	4.038130	4.067509	-0.029379	True
33	2.562234	2.583806	-0.021573	True
34	12.352344	12.348821	0.003522	False
35	2.562234	2.583806	-0.021573	True
36	2.456587	2.477414	-0.020827	True
37	12.931381	12.949391	-0.018010	True
38	4.038130	4.067509	-0.029379	True
39	4.038130	4.067509	-0.029379	True
40	18.676868	18.498811	0.178057	False
41	5.227343	5.251490	-0.024147	True
42	2.772967	2.795959	-0.022993	True
43	13.815825	13.596782	0.219043	False
44	2.456587	2.477414	-0.020827	True
45	2.562234	2.583806	-0.021573	True
46	11.842167	11.720387	0.121780	False
47	2.772967	2.795959	-0.022993	True
48	2.562234	2.583806	-0.021573	True
49	17.765993	17.576432	0.189561	False
50	2.772967	2.795959	-0.022993	True
51	2.562234	2.583806	-0.021573	True
52	8.938629	8.942052	-0.003423	True
53	12.331764	13.421547	-1.089783	True
54	2.772967	2.795959	-0.022993	True
55	15.097890	14.933662	0.164229	False
56	14.874240	15.031299	-0.157059	True
57	5.627305	5.422112	0.205192	False
58	12.955324	12.763664	0.191660	False
59	2.772967	2.795959	-0.022993	True
60	2.772967	2.795959	-0.022993	True
61	5.184402	5.220111	-0.035709	True
62	2.772967	2.795959	-0.022993	True
63	4.038130	4.067509	-0.029379	True
64	5.470923	5.475418	-0.004495	True
65	9.493274	9.373079	0.120194	False
66	2.772967	2.795959	-0.022993	True
67	13.755200	13.570454	0.184746	False
68	4.038130	4.067509	-0.029379	True
69	2.562234	2.583806	-0.021573	True
70	8.134738	7.961059	0.173679	False
71	2.456587	2.477414	-0.020827	True
72	2.456587	2.477414	-0.020827	True
73	9.531665	9.544320	-0.012655	True
74	5.192160	5.229630	-0.037469	True
75	2.562234	2.583806	-0.021573	True
76	5.366011	5.369855	-0.003844	True
77	2.456587	2.477414	-0.020827	True
78	2.456587	2.477414	-0.020827	True
79	9.124614	9.152890	-0.028276	True
80	2.772967	2.795959	-0.022993	True
81	2.456587	2.477414	-0.020827	True
82	10.809142	10.809486	-0.000344	True
83	4.038130	4.067509	-0.029379	True
84	2.456587	2.477414	-0.020827	True
85	7.425945	7.428774	-0.002829	True
86	2.562234	2.583806	-0.021573	True
87	4.038130	4.067509	-0.029379	True
88	10.067736	9.790711	0.277025	False
89	6.008059	6.042840	-0.034782	True
90	6.369387	6.032177	0.337210	False
91	16.605048	16.521585	0.083463	False
92	2.562234	2.583806	-0.021573	True
93	2.456587	2.477414	-0.020827	True
94	9.513817	9.500336	0.013481	False
95	2.456587	2.477414	-0.020827	True
96	8.197467	8.214465	-0.016999	True
97	9.992351	9.960334	0.032018	False
98	2.562234	2.583806	-0.021573	True
99	4.038130	4.067509	-0.029379	True
100	12.801269	12.692387	0.108882	False
101	2.456587	2.477414	-0.020827	True
102	9.755642	10.198361	-0.442720	True
103	6.100058	5.770673	0.329385	False
104	2.456587	2.477414	-0.020827	True
105	2.772967	2.795959	-0.022993	True
106	2.456587	2.477414	-0.020827	True
107	10.780339	10.825219	-0.044880	True
108	7.612405	7.570568	0.041837	False
109	13.308010	15.005590	-1.697581	True
110	5.227343	5.251490	-0.024147	True
111	2.772967	2.795959	-0.022993	True
112	14.760268	14.713142	0.047126	False
113	8.955430	8.788227	0.167203	False
114	2.562234	2.583806	-0.021573	True
115	13.764779	13.735630	0.029149	False
116	2.562234	2.583806	-0.021573	True
117	8.149398	8.064317	0.085081	False
118	10.831633	10.859511	-0.027879	True
119	4.038130	4.067509	-0.029379	True
120	4.038130	4.067509	-0.029379	True
121	15.334852	14.208372	1.126480	False
122	5.274549	5.279044	-0.004495	True
123	2.772967	2.795959	-0.022993	True
124	16.789760	16.524941	0.264819	False
125	2.562234	2.583806	-0.021573	True
126	2.456587	2.477414	-0.020827	True
127	2.456587	2.477414	-0.020827	True
128	6.578329	6.572922	0.005407	False
129	5.646211	5.442453	0.203758	False
130	16.574472	16.516837	0.057635	False
131	8.467663	8.443952	0.023711	False
132	2.772967	2.795959	-0.022993	True
133	5.366011	5.369855	-0.003844	True
134	7.642761	7.584159	0.058602	False
135	2.772967	2.795959	-0.022993	True
136	9.337247	9.348008	-0.010761	True
137	2.562234	2.583806	-0.021573	True
138	2.562234	2.583806	-0.021573	True
139	12.010009	11.840878	0.169131	False
140	6.605169	6.608726	-0.003557	True
141	2.772967	2.795959	-0.022993	True
142	15.302495	14.742142	0.560353	False
143	6.008059	6.042840	-0.034782	True
144	8.161897	7.989440	0.172457	False
145	2.456587	2.477414	-0.020827	True
146	4.038130	4.067509	-0.029379	True
147	6.153113	6.177259	-0.024147	True
148	13.992351	14.013558	-0.021207	True
149	14.509552	14.340272	0.169279	False
150	5.848657	5.870293	-0.021636	True
151	14.079256	14.104494	-0.025238	True
152	2.772967	2.795959	-0.022993	True
153	4.038130	4.067509	-0.029379	True
154	2.456587	2.477414	-0.020827	True
155	2.772967	2.795959	-0.022993	True
156	4.038130	4.067509	-0.029379	True
157	2.456587	2.477414	-0.020827	True
158	9.320283	9.146873	0.173411	False
159	2.772967	2.795959	-0.022993	True
160	17.662488	17.603424	0.059063	False
161	9.535537	9.301201	0.234336	False
162	8.641399	8.376075	0.265323	False
163	10.387569	10.445404	-0.057835	True
164	4.038130	4.067509	-0.029379	True
165	2.562234	2.583806	-0.021573	True
166	5.558954	5.575400	-0.016446	True
167	2.456587	2.477414	-0.020827	True
168	6.463427	6.499894	-0.036468	True
169	5.227343	5.251490	-0.024147	True
170	5.184402	5.220111	-0.035709	True
171	2.772967	2.795959	-0.022993	True
172	8.579958	8.450464	0.129494	False
173	12.585803	12.592904	-0.007101	True
174	2.562234	2.583806	-0.021573	True
175	9.024065	9.103351	-0.079286	True
176	2.456587	2.477414	-0.020827	True
177	2.456587	2.477414	-0.020827	True
178	6.355603	6.366632	-0.011029	True
179	2.562234	2.583806	-0.021573	True
180	2.772967	2.795959	-0.022993	True
181	14.459237	14.255285	0.203953	False
182	4.038130	4.067509	-0.029379	True
183	2.562234	2.583806	-0.021573	True
184	6.355603	6.366632	-0.011029	True
185	9.742434	9.768027	-0.025592	True
186	2.772967	2.795959	-0.022993	True
187	5.082289	5.117071	-0.034782	True
188	2.562234	2.583806	-0.021573	True
189	2.562234	2.583806	-0.021573	True
190	5.743280	5.756563	-0.013283	True
191	11.217868	11.117764	0.100104	False
192	2.562234	2.583806	-0.021573	True
193	11.175466	11.132658	0.042808	False
194	8.898110	8.877706	0.020405	False
195	2.562234	2.583806	-0.021573	True
196	13.507993	13.460254	0.047740	False
197	2.456587	2.477414	-0.020827	True
198	2.772967	2.795959	-0.022993	True
199	13.128708	13.139471	-0.010764	True
200	2.456587	2.477414	-0.020827	True
201	2.456587	2.477414	-0.020827	True
202	15.068733	17.174571	-2.105837	True
203	5.816510	5.834701	-0.018191	True
204	2.772967	2.795959	-0.022993	True
205	12.626923	12.650810	-0.023887	True
206	8.619739	8.459060	0.160680	False
207	2.772967	2.795959	-0.022993	True
208	16.989014	16.989913	-0.000899	True
209	4.038130	4.067509	-0.029379	True
210	4.038130	4.067509	-0.029379	True
211	21.961502	21.915102	0.046400	False
212	4.038130	4.067509	-0.029379	True
213	2.456587	2.477414	-0.020827	True
214	7.285214	7.347434	-0.062220	True
215	5.227343	5.251490	-0.024147	True
216	2.772967	2.795959	-0.022993	True
217	9.396739	9.134561	0.262178	False
218	5.297678	5.324027	-0.026349	True
219	9.473560	9.421404	0.052155	False
220	11.092617	11.081249	0.011368	False
221	6.463427	6.499894	-0.036468	True
222	5.297678	5.324027	-0.026349	True
223	11.011080	10.946123	0.064957	False
224	6.194944	8.173601	-1.978657	True
225	5.548079	5.553796	-0.005717	True
226	10.144501	10.520705	-0.376204	True
227	16.707361	16.683549	0.023812	False
228	5.697444	5.492190	0.205254	False
229	12.327663	12.315348	0.012315	False
230	13.085327	12.831199	0.254128	False
231	2.562234	2.583806	-0.021573	True
232	11.733629	11.558122	0.175507	False
233	14.302495	14.261737	0.040757	False
234	5.939653	5.952937	-0.013284	True
235	15.424090	14.611257	0.812833	False
236	2.772967	2.795959	-0.022993	True
237	2.772967	2.795959	-0.022993	True
238	12.099288	12.008923	0.090365	False
239	2.772967	2.795959	-0.022993	True
240	2.562234	2.583806	-0.021573	True
241	11.058993	10.889119	0.169874	False
242	2.772967	2.795959	-0.022993	True
243	4.038130	4.067509	-0.029379	True
244	15.876590	15.861002	0.015588	False
245	6.887250	6.883427	0.003823	False
246	2.562234	2.583806	-0.021573	True
247	11.078582	11.084166	-0.005584	True
248	7.872020	7.708803	0.163217	False
249	2.456587	2.477414	-0.020827	True
250	11.719624	11.647281	0.072343	False
251	7.580215	7.597491	-0.017276	True
252	12.603631	12.849371	-0.245740	True
253	11.336960	10.046694	1.290266	False
254	2.456587	2.477414	-0.020827	True
255	2.562234	2.583806	-0.021573	True
256	15.095725	14.436809	0.658916	False
257	6.242175	6.242314	-0.000139	True
258	2.772967	2.795959	-0.022993	True
259	13.767984	13.649352	0.118632	False
260	15.507773	15.468636	0.039137	False
261	5.829130	5.825306	0.003823	False
262	15.213996	15.209734	0.004262	False
263	14.298037	14.408872	-0.110836	True
264	2.772967	2.795959	-0.022993	True
265	15.572145	15.544741	0.027405	False
266	6.008059	6.042840	-0.034782	True
267	5.816510	5.834701	-0.018191	True
268	10.489545	10.466128	0.023417	False
269	4.038130	4.067509	-0.029379	True
270	4.038130	4.067509	-0.029379	True
271	13.586761	13.537376	0.049385	False
272	17.491111	17.500520	-0.009409	True
273	6.540850	6.605661	-0.064810	True
274	17.694257	19.154393	-1.460136	True
275	2.456587	2.477414	-0.020827	True
276	2.456587	2.477414	-0.020827	True
277	11.823640	11.693940	0.129700	False
278	6.578329	6.572922	0.005407	False
279	5.256182	5.293651	-0.037469	True
280	8.091199	8.108443	-0.017244	True
281	7.730161	7.761969	-0.031808	True
282	2.772967	2.795959	-0.022993	True
283	7.165429	7.182673	-0.017244	True
284	7.563436	7.576649	-0.013213	True
285	2.772967	2.795959	-0.022993	True
286	15.692530	15.744165	-0.051635	True
287	2.456587	2.477414	-0.020827	True
288	2.562234	2.583806	-0.021573	True
289	15.083680	15.063033	0.020647	False
290	7.198989	7.220326	-0.021336	True
291	2.562234	2.583806	-0.021573	True
292	7.879341	7.860780	0.018561	False
293	2.562234	2.583806	-0.021573	True
294	2.772967	2.795959	-0.022993	True
295	16.916608	18.123885	-1.207277	True
296	2.772967	2.795959	-0.022993	True
297	2.456587	2.477414	-0.020827	True
298	5.816510	5.834701	-0.018191	True
299	2.772967	2.795959	-0.022993	True
300	2.562234	2.583806	-0.021573	True
