Site-Specific Likelihood Analysis for Clade_9
==================================================

Supporting sites: 656
Conflicting sites: 242
Neutral sites: 1
Support ratio: 2.7107
Sum of supporting deltas: -200.1651
Sum of conflicting deltas: 108.9704
Weighted support ratio: 1.8369

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
1	2.456587	2.523156	-0.066569	True
2	2.456587	2.523156	-0.066569	True
3	4.038130	4.133265	-0.095136	True
4	5.184402	5.219705	-0.035303	True
5	2.772967	2.846729	-0.073762	True
6	2.772967	2.846729	-0.073762	True
7	10.230275	10.415505	-0.185230	True
8	5.548879	8.011912	-2.463033	True
9	5.816510	5.222537	0.593973	False
10	15.007928	14.723617	0.284311	False
11	4.038130	4.133265	-0.095136	True
12	4.038130	4.133265	-0.095136	True
13	12.533408	11.848998	0.684409	False
14	4.038130	4.133265	-0.095136	True
15	2.562234	2.631275	-0.069042	True
16	4.949938	4.981476	-0.031538	True
17	10.817138	10.916265	-0.099127	True
18	9.148160	8.968128	0.180031	False
19	17.140367	14.703905	2.436463	False
20	11.384453	11.383438	0.001015	False
21	12.406741	12.384917	0.021824	False
22	12.991821	12.438349	0.553473	False
23	2.562234	2.631275	-0.069042	True
24	2.772967	2.846729	-0.073762	True
25	19.127626	18.664362	0.463264	False
26	2.456587	2.523156	-0.066569	True
27	2.772967	2.846729	-0.073762	True
28	12.173326	12.229083	-0.055757	True
29	7.175615	7.173374	0.002241	False
30	2.772967	2.846729	-0.073762	True
31	20.854252	20.721798	0.132454	False
32	4.038130	4.133265	-0.095136	True
33	2.562234	2.631275	-0.069042	True
34	12.352344	12.300106	0.052238	False
35	2.562234	2.631275	-0.069042	True
36	2.456587	2.523156	-0.066569	True
37	12.931381	11.399107	1.532273	False
38	4.038130	4.133265	-0.095136	True
39	4.038130	4.133265	-0.095136	True
40	18.676868	18.653742	0.023126	False
41	5.227343	5.127972	0.099371	False
42	2.772967	2.846729	-0.073762	True
43	13.815825	14.204350	-0.388524	True
44	2.456587	2.523156	-0.066569	True
45	2.562234	2.631275	-0.069042	True
46	11.842167	11.698183	0.143984	False
47	2.772967	2.846729	-0.073762	True
48	2.562234	2.631275	-0.069042	True
49	17.765993	17.804225	-0.038232	True
50	2.772967	2.846729	-0.073762	True
51	2.562234	2.631275	-0.069042	True
52	8.938629	8.790718	0.147911	False
53	12.331764	12.190030	0.141734	False
54	2.772967	2.846729	-0.073762	True
55	15.097890	14.672125	0.425765	False
56	14.874240	10.763826	4.110414	False
57	5.627305	8.261383	-2.634078	True
58	12.955324	14.361148	-1.405823	True
59	2.772967	2.846729	-0.073762	True
60	2.772967	2.846729	-0.073762	True
61	5.184402	5.219705	-0.035303	True
62	2.772967	2.846729	-0.073762	True
63	4.038130	4.133265	-0.095136	True
64	5.470923	5.495489	-0.024566	True
65	9.493274	10.280606	-0.787333	True
66	2.772967	2.846729	-0.073762	True
67	13.755200	15.132795	-1.377595	True
68	4.038130	4.133265	-0.095136	True
69	2.562234	2.631275	-0.069042	True
70	8.134738	7.968677	0.166061	False
71	2.456587	2.523156	-0.066569	True
72	2.456587	2.523156	-0.066569	True
73	9.531665	9.530631	0.001034	False
74	5.192160	5.234804	-0.042643	True
75	2.562234	2.631275	-0.069042	True
76	5.366011	5.385698	-0.019687	True
77	2.456587	2.523156	-0.066569	True
78	2.456587	2.523156	-0.066569	True
79	9.124614	9.100226	0.024389	False
80	2.772967	2.846729	-0.073762	True
81	2.456587	2.523156	-0.066569	True
82	10.809142	10.980419	-0.171278	True
83	4.038130	4.133265	-0.095136	True
84	2.456587	2.523156	-0.066569	True
85	7.425945	7.474298	-0.048352	True
86	2.562234	2.631275	-0.069042	True
87	4.038130	4.133265	-0.095136	True
88	10.067736	14.683596	-4.615860	True
89	6.008059	6.039596	-0.031538	True
90	6.369387	7.717815	-1.348429	True
91	16.605048	15.419878	1.185170	False
92	2.562234	2.631275	-0.069042	True
93	2.456587	2.523156	-0.066569	True
94	9.513817	9.519005	-0.005188	True
95	2.456587	2.523156	-0.066569	True
96	8.197467	8.272972	-0.075506	True
97	9.992351	12.358206	-2.365854	True
98	2.562234	2.631275	-0.069042	True
99	4.038130	4.133265	-0.095136	True
100	12.801269	12.818798	-0.017528	True
101	2.456587	2.523156	-0.066569	True
102	9.755642	9.838724	-0.083082	True
103	6.100058	7.289922	-1.189864	True
104	2.456587	2.523156	-0.066569	True
105	2.772967	2.846729	-0.073762	True
106	2.456587	2.523156	-0.066569	True
107	10.780339	9.094911	1.685429	False
108	7.612405	7.653113	-0.040708	True
109	13.308010	10.918827	2.389183	False
110	5.227343	5.127972	0.099371	False
111	2.772967	2.846729	-0.073762	True
112	14.760268	14.446007	0.314261	False
113	8.955430	8.731880	0.223549	False
114	2.562234	2.631275	-0.069042	True
115	13.764779	12.350583	1.414196	False
116	2.562234	2.631275	-0.069042	True
117	8.149398	8.143192	0.006206	False
118	10.831633	10.862180	-0.030548	True
119	4.038130	4.133265	-0.095136	True
120	4.038130	4.133265	-0.095136	True
121	15.334852	17.595692	-2.260841	True
122	5.274549	5.299115	-0.024566	True
123	2.772967	2.846729	-0.073762	True
124	16.789760	17.019885	-0.230125	True
125	2.562234	2.631275	-0.069042	True
126	2.456587	2.523156	-0.066569	True
127	2.456587	2.523156	-0.066569	True
128	6.578329	6.725961	-0.147633	True
129	5.646211	8.171084	-2.524873	True
130	16.574472	16.661511	-0.087039	True
131	8.467663	8.574129	-0.106466	True
132	2.772967	2.846729	-0.073762	True
133	5.366011	5.385698	-0.019687	True
134	7.642761	7.716318	-0.073558	True
135	2.772967	2.846729	-0.073762	True
136	9.337247	9.390058	-0.052811	True
137	2.562234	2.631275	-0.069042	True
138	2.562234	2.631275	-0.069042	True
139	12.010009	11.755897	0.254113	False
140	6.605169	6.655881	-0.050712	True
141	2.772967	2.846729	-0.073762	True
142	15.302495	16.732097	-1.429602	True
143	6.008059	6.039596	-0.031538	True
144	8.161897	8.699082	-0.537185	True
145	2.456587	2.523156	-0.066569	True
146	4.038130	4.133265	-0.095136	True
147	6.153113	6.053742	0.099370	False
148	13.992351	14.241438	-0.249087	True
149	14.509552	14.308830	0.200722	False
150	5.848657	5.254907	0.593750	False
151	14.079256	14.072373	0.006882	False
152	2.772967	2.846729	-0.073762	True
153	4.038130	4.133265	-0.095136	True
154	2.456587	2.523156	-0.066569	True
155	2.772967	2.846729	-0.073762	True
156	4.038130	4.133265	-0.095136	True
157	2.456587	2.523156	-0.066569	True
158	9.320283	10.620006	-1.299722	True
159	2.772967	2.846729	-0.073762	True
160	17.662488	17.692168	-0.029680	True
161	9.535537	12.077365	-2.541828	True
162	8.641399	11.048013	-2.406615	True
163	10.387569	9.631911	0.755659	False
164	4.038130	4.133265	-0.095136	True
165	2.562234	2.631275	-0.069042	True
166	5.558954	4.973435	0.585519	False
167	2.456587	2.523156	-0.066569	True
168	6.463427	6.380036	0.083391	False
169	5.227343	5.127972	0.099371	False
170	5.184402	5.219705	-0.035303	True
