Site-Specific Likelihood Analysis for Clade_7
==================================================

Supporting sites: 686
Conflicting sites: 211
Neutral sites: 1
Support ratio: 3.2512
Sum of supporting deltas: -93.4205
Sum of conflicting deltas: 47.9232
Weighted support ratio: 1.9494

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
1	2.456587	2.480891	-0.024304	True
2	2.456587	2.480891	-0.024304	True
3	4.038130	4.071671	-0.033541	True
4	5.184402	5.201882	-0.017480	True
5	2.772967	2.799643	-0.026677	True
6	2.772967	2.799643	-0.026677	True
7	10.230275	10.277385	-0.047110	True
8	5.548879	5.574318	-0.025440	True
9	5.816510	5.814072	0.002438	False
10	15.007928	15.026636	-0.018708	True
11	4.038130	4.071671	-0.033541	True
12	4.038130	4.071671	-0.033541	True
13	12.533408	12.514445	0.018963	False
14	4.038130	4.071671	-0.033541	True
15	2.562234	2.587357	-0.025123	True
16	4.949938	4.966618	-0.016680	True
17	10.817138	12.137308	-1.320170	True
18	9.148160	11.800508	-2.652348	True
19	17.140367	17.572593	-0.432226	True
20	11.384453	11.113315	0.271138	False
21	12.406741	12.090059	0.316682	False
22	12.991821	13.736270	-0.744448	True
23	2.562234	2.587357	-0.025123	True
24	2.772967	2.799643	-0.026677	True
25	19.127626	18.890632	0.236994	False
26	2.456587	2.480891	-0.024304	True
27	2.772967	2.799643	-0.026677	True
28	12.173326	11.886192	0.287134	False
29	7.175615	7.192281	-0.016667	True
30	2.772967	2.799643	-0.026677	True
31	20.854252	20.395041	0.459211	False
32	4.038130	4.071671	-0.033541	True
33	2.562234	2.587357	-0.025123	True
34	12.352344	12.415271	-0.062928	True
35	2.562234	2.587357	-0.025123	True
36	2.456587	2.480891	-0.024304	True
37	12.931381	12.630467	0.300914	False
38	4.038130	4.071671	-0.033541	True
39	4.038130	4.071671	-0.033541	True
40	18.676868	18.738091	-0.061223	True
41	5.227343	5.275926	-0.048582	True
42	2.772967	2.799643	-0.026677	True
43	13.815825	14.040540	-0.224714	True
44	2.456587	2.480891	-0.024304	True
45	2.562234	2.587357	-0.025123	True
46	11.842167	11.406986	0.435181	False
47	2.772967	2.799643	-0.026677	True
48	2.562234	2.587357	-0.025123	True
49	17.765993	17.091769	0.674224	False
50	2.772967	2.799643	-0.026677	True
51	2.562234	2.587357	-0.025123	True
52	8.938629	11.602050	-2.663421	True
53	12.331764	13.845591	-1.513826	True
54	2.772967	2.799643	-0.026677	True
55	15.097890	15.108099	-0.010208	True
56	14.874240	14.902469	-0.028229	True
57	5.627305	5.655250	-0.027945	True
58	12.955324	12.656565	0.298759	False
59	2.772967	2.799643	-0.026677	True
60	2.772967	2.799643	-0.026677	True
61	5.184402	5.201882	-0.017480	True
