Site-Specific Likelihood Analysis for Clade_11
==================================================

Supporting sites: 674
Conflicting sites: 224
Neutral sites: 1
Support ratio: 3.0089
Sum of supporting deltas: -87.8992
Sum of conflicting deltas: 53.4482
Weighted support ratio: 1.6446

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
1	2.456587	2.482346	-0.025759	True
2	2.456587	2.482346	-0.025759	True
3	4.038130	4.074371	-0.036241	True
4	5.184402	5.211324	-0.026922	True
5	2.772967	2.801383	-0.028416	True
6	2.772967	2.801383	-0.028416	True
7	10.230275	12.737638	-2.507363	True
8	5.548879	5.357276	0.191603	False
9	5.816510	5.844749	-0.028239	True
10	15.007928	15.378566	-0.370638	True
11	4.038130	4.074371	-0.036241	True
12	4.038130	4.074371	-0.036241	True
13	12.533408	12.201790	0.331618	False
14	4.038130	4.074371	-0.036241	True
15	2.562234	2.588907	-0.026673	True
16	4.949938	4.975938	-0.026000	True
17	10.817138	10.884463	-0.067326	True
18	9.148160	9.225851	-0.077692	True
19	17.140367	16.782455	0.357912	False
20	11.384453	11.397216	-0.012763	True
21	12.406741	12.421304	-0.014563	True
22	12.991821	13.040231	-0.048409	True
23	2.562234	2.588907	-0.026673	True
24	2.772967	2.801383	-0.028416	True
25	19.127626	17.852201	1.275425	False
26	2.456587	2.482346	-0.025759	True
27	2.772967	2.801383	-0.028416	True
28	12.173326	14.700019	-2.526693	True
29	7.175615	6.808645	0.366970	False
30	2.772967	2.801383	-0.028416	True
31	20.854252	20.797218	0.057034	False
32	4.038130	4.074371	-0.036241	True
33	2.562234	2.588907	-0.026673	True
34	12.352344	14.471434	-2.119091	True
35	2.562234	2.588907	-0.026673	True
36	2.456587	2.482346	-0.025759	True
37	12.931381	12.585029	0.346352	False
38	4.038130	4.074371	-0.036241	True
39	4.038130	4.074371	-0.036241	True
40	18.676868	18.646323	0.030545	False
41	5.227343	5.251833	-0.024490	True
42	2.772967	2.801383	-0.028416	True
43	13.815825	13.704702	0.111124	False
44	2.456587	2.482346	-0.025759	True
45	2.562234	2.588907	-0.026673	True
46	11.842167	11.803275	0.038891	False
47	2.772967	2.801383	-0.028416	True
48	2.562234	2.588907	-0.026673	True
49	17.765993	17.636866	0.129127	False
50	2.772967	2.801383	-0.028416	True
51	2.562234	2.588907	-0.026673	True
52	8.938629	9.017069	-0.078440	True
53	12.331764	12.439811	-0.108047	True
54	2.772967	2.801383	-0.028416	True
55	15.097890	15.161229	-0.063338	True
56	14.874240	14.848119	0.026121	False
57	5.627305	5.436575	0.190730	False
58	12.955324	12.890674	0.064650	False
59	2.772967	2.801383	-0.028416	True
60	2.772967	2.801383	-0.028416	True
61	5.184402	5.211324	-0.026922	True
62	2.772967	2.801383	-0.028416	True
63	4.038130	4.074371	-0.036241	True
64	5.470923	5.501742	-0.030820	True
65	9.493274	6.993546	2.499727	False
66	2.772967	2.801383	-0.028416	True
67	13.755200	11.081245	2.673954	False
68	4.038130	4.074371	-0.036241	True
69	2.562234	2.588907	-0.026673	True
70	8.134738	7.960966	0.173772	False
71	2.456587	2.482346	-0.025759	True
72	2.456587	2.482346	-0.025759	True
73	9.531665	11.320059	-1.788394	True
74	5.192160	5.220835	-0.028675	True
75	2.562234	2.588907	-0.026673	True
76	5.366011	5.395861	-0.029851	True
77	2.456587	2.482346	-0.025759	True
78	2.456587	2.482346	-0.025759	True
79	9.124614	9.158630	-0.034015	True
80	2.772967	2.801383	-0.028416	True
81	2.456587	2.482346	-0.025759	True
82	10.809142	12.623281	-1.814140	True
83	4.038130	4.074371	-0.036241	True
84	2.456587	2.482346	-0.025759	True
85	7.425945	7.467373	-0.041427	True
86	2.562234	2.588907	-0.026673	True
87	4.038130	4.074371	-0.036241	True
88	10.067736	9.960862	0.106874	False
89	6.008059	6.034059	-0.026000	True
90	6.369387	6.253603	0.115784	False
91	16.605048	17.194295	-0.589247	True
92	2.562234	2.588907	-0.026673	True
93	2.456587	2.482346	-0.025759	True
94	9.513817	9.561349	-0.047532	True
95	2.456587	2.482346	-0.025759	True
96	8.197467	10.958793	-2.761326	True
97	9.992351	10.104128	-0.111776	True
98	2.562234	2.588907	-0.026673	True
99	4.038130	4.074371	-0.036241	True
100	12.801269	13.781123	-0.979853	True
101	2.456587	2.482346	-0.025759	True
102	9.755642	9.955715	-0.200073	True
103	6.100058	5.987711	0.112347	False
104	2.456587	2.482346	-0.025759	True
105	2.772967	2.801383	-0.028416	True
106	2.456587	2.482346	-0.025759	True
107	10.780339	10.657331	0.123008	False
108	7.612405	7.613457	-0.001052	True
109	13.308010	13.415438	-0.107429	True
110	5.227343	5.251833	-0.024490	True
111	2.772967	2.801383	-0.028416	True
112	14.760268	16.955796	-2.195528	True
113	8.955430	8.911856	0.043573	False
114	2.562234	2.588907	-0.026673	True
115	13.764779	13.632403	0.132376	False
116	2.562234	2.588907	-0.026673	True
117	8.149398	8.156882	-0.007484	True
118	10.831633	11.206869	-0.375237	True
119	4.038130	4.074371	-0.036241	True
120	4.038130	4.074371	-0.036241	True
121	15.334852	15.149259	0.185592	False
122	5.274549	5.305369	-0.030820	True
123	2.772967	2.801383	-0.028416	True
124	16.789760	17.538086	-0.748326	True
125	2.562234	2.588907	-0.026673	True
126	2.456587	2.482346	-0.025759	True
127	2.456587	2.482346	-0.025759	True
128	6.578329	6.613773	-0.035444	True
129	5.646211	5.454509	0.191702	False
130	16.574472	16.615087	-0.040615	True
131	8.467663	8.508107	-0.040444	True
132	2.772967	2.801383	-0.028416	True
133	5.366011	5.395861	-0.029851	True
134	7.642761	7.636834	0.005926	False
135	2.772967	2.801383	-0.028416	True
136	9.337247	11.139164	-1.801917	True
137	2.562234	2.588907	-0.026673	True
138	2.562234	2.588907	-0.026673	True
139	12.010009	11.933315	0.076694	False
140	6.605169	6.648513	-0.043344	True
141	2.772967	2.801383	-0.028416	True
142	15.302495	15.218891	0.083604	False
143	6.008059	6.034059	-0.026000	True
144	8.161897	7.976334	0.185563	False
145	2.456587	2.482346	-0.025759	True
146	4.038130	4.074371	-0.036241	True
147	6.153113	6.177602	-0.024490	True
148	13.992351	14.359978	-0.367627	True
149	14.509552	14.420465	0.089087	False
150	5.848657	5.879583	-0.030927	True
151	14.079256	14.190410	-0.111154	True
152	2.772967	2.801383	-0.028416	True
153	4.038130	4.074371	-0.036241	True
154	2.456587	2.482346	-0.025759	True
155	2.772967	2.801383	-0.028416	True
156	4.038130	4.074371	-0.036241	True
157	2.456587	2.482346	-0.025759	True
158	9.320283	9.381576	-0.061292	True
159	2.772967	2.801383	-0.028416	True
160	17.662488	19.999295	-2.336807	True
161	9.535537	9.354084	0.181453	False
162	8.641399	8.463323	0.178075	False
163	10.387569	10.388681	-0.001112	True
