Site-Specific Likelihood Analysis for Clade_6
==================================================

Supporting sites: 618
Conflicting sites: 279
Neutral sites: 1
Support ratio: 2.2151
Sum of supporting deltas: -39.2783
Sum of conflicting deltas: 28.5950
Weighted support ratio: 1.3736

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
1	2.456587	2.464715	-0.008128	True
2	2.456587	2.464715	-0.008128	True
3	4.038130	4.049551	-0.011421	True
4	5.184402	5.191068	-0.006666	True
5	2.772967	2.781927	-0.008961	True
6	2.772967	2.781927	-0.008961	True
7	10.230275	10.119009	0.111266	False
8	5.548879	5.572683	-0.023805	True
9	5.816510	5.843678	-0.027169	True
10	15.007928	14.912440	0.095489	False
11	4.038130	4.049551	-0.011421	True
12	4.038130	4.049551	-0.011421	True
13	12.533408	12.497179	0.036229	False
14	4.038130	4.049551	-0.011421	True
15	2.562234	2.570648	-0.008415	True
16	4.949938	4.956373	-0.006435	True
17	10.817138	10.801184	0.015954	False
18	9.148160	9.106487	0.041673	False
19	17.140367	17.162468	-0.022100	True
20	11.384453	11.174457	0.209997	False
21	12.406741	12.400639	0.006102	False
22	12.991821	13.003368	-0.011547	True
23	2.562234	2.570648	-0.008415	True
24	2.772967	2.781927	-0.008961	True
25	19.127626	19.047745	0.079881	False
26	2.456587	2.464715	-0.008128	True
27	2.772967	2.781927	-0.008961	True
28	12.173326	12.161323	0.012002	False
29	7.175615	7.213892	-0.038277	True
30	2.772967	2.781927	-0.008961	True
31	20.854252	20.975707	-0.121454	True
32	4.038130	4.049551	-0.011421	True
33	2.562234	2.570648	-0.008415	True
34	12.352344	12.354990	-0.002646	True
35	2.562234	2.570648	-0.008415	True
36	2.456587	2.464715	-0.008128	True
37	12.931381	12.783645	0.147736	False
38	4.038130	4.049551	-0.011421	True
39	4.038130	4.049551	-0.011421	True
40	18.676868	18.681249	-0.004381	True
41	5.227343	5.226731	0.000612	False
42	2.772967	2.781927	-0.008961	True
43	13.815825	13.565650	0.250175	False
44	2.456587	2.464715	-0.008128	True
45	2.562234	2.570648	-0.008415	True
46	11.842167	12.946197	-1.104030	True
47	2.772967	2.781927	-0.008961	True
48	2.562234	2.570648	-0.008415	True
49	17.765993	18.389788	-0.623794	True
50	2.772967	2.781927	-0.008961	True
51	2.562234	2.570648	-0.008415	True
52	8.938629	8.896998	0.041631	False
53	12.331764	12.171651	0.160113	False
54	2.772967	2.781927	-0.008961	True
55	15.097890	15.026602	0.071288	False
56	14.874240	14.769223	0.105018	False
57	5.627305	5.652511	-0.025206	True
58	12.955324	12.948160	0.007165	False
59	2.772967	2.781927	-0.008961	True
60	2.772967	2.781927	-0.008961	True
61	5.184402	5.191068	-0.006666	True
62	2.772967	2.781927	-0.008961	True
