Site-Specific Likelihood Analysis for Clade_3
==================================================

Supporting sites: 604
Conflicting sites: 294
Neutral sites: 1
Support ratio: 2.0544
Sum of supporting deltas: -89.7859
Sum of conflicting deltas: 55.9131
Weighted support ratio: 1.6058

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
1	2.456587	2.485446	-0.028859	True
2	2.456587	2.485446	-0.028859	True
3	4.038130	4.080773	-0.042644	True
4	5.184402	5.064802	0.119600	False
5	2.772967	2.805178	-0.032212	True
6	2.772967	2.805178	-0.032212	True
7	10.230275	10.260969	-0.030694	True
8	5.548879	5.598833	-0.049954	True
9	5.816510	7.400826	-1.584316	True
10	15.007928	15.317522	-0.309594	True
11	4.038130	4.080773	-0.042644	True
12	4.038130	4.080773	-0.042644	True
13	12.533408	13.945190	-1.411782	True
14	4.038130	4.080773	-0.042644	True
15	2.562234	2.592238	-0.030004	True
16	4.949938	4.831539	0.118399	False
17	10.817138	10.834730	-0.017593	True
18	9.148160	9.073452	0.074707	False
19	17.140367	17.056371	0.083996	False
20	11.384453	11.411074	-0.026621	True
21	12.406741	12.290042	0.116699	False
22	12.991821	14.546718	-1.554896	True
23	2.562234	2.592238	-0.030004	True
24	2.772967	2.805178	-0.032212	True
25	19.127626	18.528216	0.599410	False
26	2.456587	2.485446	-0.028859	True
27	2.772967	2.805178	-0.032212	True
28	12.173326	12.207445	-0.034119	True
29	7.175615	7.189469	-0.013855	True
30	2.772967	2.805178	-0.032212	True
31	20.854252	20.675916	0.178336	False
32	4.038130	4.080773	-0.042644	True
33	2.562234	2.592238	-0.030004	True
34	12.352344	11.960033	0.392310	False
35	2.562234	2.592238	-0.030004	True
36	2.456587	2.485446	-0.028859	True
37	12.931381	14.304902	-1.373521	True
38	4.038130	4.080773	-0.042644	True
39	4.038130	4.080773	-0.042644	True
40	18.676868	19.164307	-0.487439	True
41	5.227343	5.165577	0.061766	False
42	2.772967	2.805178	-0.032212	True
43	13.815825	13.309367	0.506459	False
44	2.456587	2.485446	-0.028859	True
45	2.562234	2.592238	-0.030004	True
46	11.842167	11.485844	0.356323	False
47	2.772967	2.805178	-0.032212	True
