Site-Specific Likelihood Analysis for Clade_3
==================================================

Supporting sites: 613
Conflicting sites: 284
Neutral sites: 1
Support ratio: 2.1585
Sum of supporting deltas: -93.6642
Sum of conflicting deltas: 57.8261
Weighted support ratio: 1.6198

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
1	2.794078	2.824799	-0.030721	True
2	2.794078	2.824799	-0.030721	True
3	2.794078	2.824799	-0.030721	True
4	5.531405	5.404486	0.126920	False
5	2.794078	2.824799	-0.030721	True
6	2.794078	2.824799	-0.030721	True
7	10.688236	10.713379	-0.025144	True
8	6.006206	6.055609	-0.049403	True
9	6.196371	7.900783	-1.704412	True
10	16.103041	16.418273	-0.315231	True
11	2.794078	2.824799	-0.030721	True
12	2.794078	2.824799	-0.030721	True
13	13.377375	15.022320	-1.644945	True
14	2.794078	2.824799	-0.030721	True
15	2.794078	2.824799	-0.030721	True
16	5.531405	5.404486	0.126920	False
17	10.281942	10.298393	-0.016451	True
18	9.626895	9.560158	0.066737	False
19	16.921968	16.856543	0.065426	False
20	10.066029	10.094862	-0.028833	True
21	13.151213	13.036707	0.114505	False
22	13.681484	15.359355	-1.677871	True
23	2.794078	2.824799	-0.030721	True
24	2.794078	2.824799	-0.030721	True
25	20.324002	19.620217	0.703785	False
26	2.794078	2.824799	-0.030721	True
27	2.794078	2.824799	-0.030721	True
28	10.882144	10.917360	-0.035216	True
29	6.698171	6.717295	-0.019125	True
30	2.794078	2.824799	-0.030721	True
31	21.697017	21.529146	0.167871	False
32	2.794078	2.824799	-0.030721	True
33	2.794078	2.824799	-0.030721	True
34	13.120831	12.712704	0.408127	False
35	2.794078	2.824799	-0.030721	True
36	2.794078	2.824799	-0.030721	True
37	13.552500	15.091153	-1.538653	True
38	2.794078	2.824799	-0.030721	True
39	2.794078	2.824799	-0.030721	True
40	16.802362	17.341322	-0.538960	True
41	5.545792	5.501877	0.043915	False
42	2.794078	2.824799	-0.030721	True
43	14.858861	14.218208	0.640653	False
44	2.794078	2.824799	-0.030721	True
45	2.794078	2.824799	-0.030721	True
46	12.900439	12.528256	0.372183	False
47	2.794078	2.824799	-0.030721	True
48	2.794078	2.824799	-0.030721	True
49	18.093237	17.863746	0.229491	False
50	2.794078	2.824799	-0.030721	True
51	2.794078	2.824799	-0.030721	True
52	9.628066	9.560297	0.067769	False
53	13.359001	13.063567	0.295434	False
54	2.794078	2.824799	-0.030721	True
55	12.964715	12.929494	0.035221	False
56	15.737436	15.990705	-0.253269	True
57	6.006206	6.055609	-0.049403	True
58	12.839140	12.895330	-0.056191	True
59	2.794078	2.824799	-0.030721	True
60	2.794078	2.824799	-0.030721	True
61	5.531405	5.404486	0.126920	False
62	2.794078	2.824799	-0.030721	True
63	2.794078	2.824799	-0.030721	True
64	5.819781	5.647784	0.171997	False
65	10.028995	10.062287	-0.033292	True
66	2.794078	2.824799	-0.030721	True
67	13.319214	13.350357	-0.031142	True
68	2.794078	2.824799	-0.030721	True
69	2.794078	2.824799	-0.030721	True
70	8.995361	8.838894	0.156467	False
71	2.794078	2.824799	-0.030721	True
72	2.794078	2.824799	-0.030721	True
73	10.017307	9.905820	0.111487	False
74	5.531405	5.404486	0.126920	False
75	2.794078	2.824799	-0.030721	True
76	5.819781	5.647784	0.171997	False
77	2.794078	2.824799	-0.030721	True
78	2.794078	2.824799	-0.030721	True
79	9.553117	9.512536	0.040581	False
80	2.794078	2.824799	-0.030721	True
81	2.794078	2.824799	-0.030721	True
82	11.288757	11.341043	-0.052286	True
83	2.794078	2.824799	-0.030721	True
84	2.794078	2.824799	-0.030721	True
85	6.923418	6.956350	-0.032932	True
86	2.794078	2.824799	-0.030721	True
87	2.794078	2.824799	-0.030721	True
88	10.948624	11.013352	-0.064728	True
89	5.531405	5.404486	0.126920	False
90	6.737425	6.464293	0.273132	False
91	17.364826	17.536901	-0.172075	True
92	2.794078	2.824799	-0.030721	True
93	2.794078	2.824799	-0.030721	True
94	9.949103	9.779315	0.169788	False
95	2.794078	2.824799	-0.030721	True
96	7.281431	7.330384	-0.048953	True
97	10.475165	10.364106	0.111059	False
98	2.794078	2.824799	-0.030721	True
99	2.794078	2.824799	-0.030721	True
100	13.758533	13.392817	0.365715	False
101	2.794078	2.824799	-0.030721	True
102	10.254758	10.151848	0.102910	False
103	6.737425	6.464293	0.273132	False
104	2.794078	2.824799	-0.030721	True
105	2.794078	2.824799	-0.030721	True
106	2.794078	2.824799	-0.030721	True
107	10.804092	10.976276	-0.172184	True
108	8.104812	7.828540	0.276272	False
109	14.175612	14.168881	0.006731	False
110	5.545792	5.501877	0.043915	False
111	2.794078	2.824799	-0.030721	True
112	14.682558	14.635616	0.046942	False
113	8.389829	8.929531	-0.539702	True
114	2.794078	2.824799	-0.030721	True
115	14.865507	15.012707	-0.147199	True
116	2.794078	2.824799	-0.030721	True
117	7.341305	7.368212	-0.026907	True
118	10.488727	10.361267	0.127460	False
119	2.794078	2.824799	-0.030721	True
120	2.794078	2.824799	-0.030721	True
121	15.131063	14.770881	0.360183	False
122	5.819781	5.647784	0.171997	False
123	2.794078	2.824799	-0.030721	True
124	17.653399	17.337055	0.316344	False
125	2.794078	2.824799	-0.030721	True
126	2.794078	2.824799	-0.030721	True
127	2.794078	2.824799	-0.030721	True
128	6.090844	6.121861	-0.031017	True
129	6.006206	6.055609	-0.049403	True
130	17.483258	17.456563	0.026695	False
131	9.116416	8.944714	0.171702	False
132	2.794078	2.824799	-0.030721	True
133	5.819781	5.647784	0.171997	False
134	8.104812	7.828540	0.276272	False
135	2.794078	2.824799	-0.030721	True
136	10.018528	9.909446	0.109083	False
137	2.794078	2.824799	-0.030721	True
138	2.794078	2.824799	-0.030721	True
139	11.878406	12.428068	-0.549662	True
140	6.923418	6.956350	-0.032932	True
141	2.794078	2.824799	-0.030721	True
142	14.119798	13.857281	0.262517	False
143	5.531405	5.404486	0.126920	False
144	8.723215	8.577547	0.145668	False
145	2.794078	2.824799	-0.030721	True
146	2.794078	2.824799	-0.030721	True
147	5.545792	5.501877	0.043915	False
148	14.774151	14.642600	0.131551	False
149	15.602762	16.238524	-0.635762	True
150	6.196371	7.900783	-1.704412	True
151	14.854950	14.704582	0.150369	False
152	2.794078	2.824799	-0.030721	True
153	2.794078	2.824799	-0.030721	True
154	2.794078	2.824799	-0.030721	True
155	2.794078	2.824799	-0.030721	True
156	2.794078	2.824799	-0.030721	True
157	2.794078	2.824799	-0.030721	True
158	9.872200	9.914449	-0.042248	True
159	2.794078	2.824799	-0.030721	True
160	18.930978	18.752791	0.178187	False
161	9.291438	9.336682	-0.045244	True
162	9.186005	9.192679	-0.006675	True
163	10.177077	11.879282	-1.702206	True
164	2.794078	2.824799	-0.030721	True
165	2.794078	2.824799	-0.030721	True
166	6.196371	7.900783	-1.704412	True
167	2.794078	2.824799	-0.030721	True
168	5.545792	5.501877	0.043915	False
169	5.545792	5.501877	0.043915	False
170	5.531405	5.404486	0.126920	False
171	2.794078	2.824799	-0.030721	True
172	9.336232	10.833634	-1.497402	True
173	11.867323	12.157976	-0.290653	True
174	2.794078	2.824799	-0.030721	True
175	9.512114	9.382999	0.129114	False
176	2.794078	2.824799	-0.030721	True
177	2.794078	2.824799	-0.030721	True
178	6.698171	6.717295	-0.019125	True
179	2.794078	2.824799	-0.030721	True
180	2.794078	2.824799	-0.030721	True
181	14.459815	14.745169	-0.285354	True
182	2.794078	2.824799	-0.030721	True
183	2.794078	2.824799	-0.030721	True
