Site-Specific Likelihood Analysis for Clade_9
==================================================

Supporting sites: 659
Conflicting sites: 238
Neutral sites: 1
Support ratio: 2.7689
Sum of supporting deltas: -180.6320
Sum of conflicting deltas: 83.2521
Weighted support ratio: 2.1697

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
1	2.794078	2.865469	-0.071391	True
2	2.794078	2.865469	-0.071391	True
3	2.794078	2.865469	-0.071391	True
4	5.531405	5.570931	-0.039525	True
5	2.794078	2.865469	-0.071391	True
6	2.794078	2.865469	-0.071391	True
7	10.688236	10.834811	-0.146575	True
8	6.006206	8.805573	-2.799367	True
9	6.196371	5.571127	0.625244	False
10	16.103041	15.764955	0.338087	False
11	2.794078	2.865469	-0.071391	True
12	2.794078	2.865469	-0.071391	True
13	13.377375	12.689004	0.688371	False
14	2.794078	2.865469	-0.071391	True
15	2.794078	2.865469	-0.071391	True
16	5.531405	5.570931	-0.039525	True
17	10.281942	10.370242	-0.088300	True
18	9.626895	9.567434	0.059461	False
19	16.921968	16.756357	0.165612	False
20	10.066029	10.166504	-0.100475	True
21	13.151213	13.147051	0.004161	False
22	13.681484	13.075890	0.605594	False
23	2.794078	2.865469	-0.071391	True
24	2.794078	2.865469	-0.071391	True
25	20.324002	20.107528	0.216474	False
26	2.794078	2.865469	-0.071391	True
27	2.794078	2.865469	-0.071391	True
28	10.882144	10.952217	-0.070073	True
29	6.698171	6.676502	0.021669	False
30	2.794078	2.865469	-0.071391	True
31	21.697017	21.594507	0.102510	False
32	2.794078	2.865469	-0.071391	True
33	2.794078	2.865469	-0.071391	True
34	13.120831	13.084767	0.036064	False
35	2.794078	2.865469	-0.071391	True
36	2.794078	2.865469	-0.071391	True
37	13.552500	12.590034	0.962466	False
38	2.794078	2.865469	-0.071391	True
39	2.794078	2.865469	-0.071391	True
40	16.802362	16.570828	0.231533	False
41	5.545792	5.470148	0.075644	False
42	2.794078	2.865469	-0.071391	True
43	14.858861	15.219242	-0.360381	True
44	2.794078	2.865469	-0.071391	True
45	2.794078	2.865469	-0.071391	True
46	12.900439	12.768977	0.131462	False
47	2.794078	2.865469	-0.071391	True
48	2.794078	2.865469	-0.071391	True
49	18.093237	18.300476	-0.207238	True
50	2.794078	2.865469	-0.071391	True
51	2.794078	2.865469	-0.071391	True
52	9.628066	9.594453	0.033613	False
53	13.359001	13.305953	0.053047	False
54	2.794078	2.865469	-0.071391	True
55	12.964715	12.792477	0.172238	False
56	15.737436	13.630513	2.106923	False
57	6.006206	8.805573	-2.799367	True
58	12.839140	14.308531	-1.469392	True
59	2.794078	2.865469	-0.071391	True
60	2.794078	2.865469	-0.071391	True
61	5.531405	5.570931	-0.039525	True
62	2.794078	2.865469	-0.071391	True
63	2.794078	2.865469	-0.071391	True
64	5.819781	5.857249	-0.037468	True
65	10.028995	10.730866	-0.701871	True
66	2.794078	2.865469	-0.071391	True
67	13.319214	14.071157	-0.751942	True
68	2.794078	2.865469	-0.071391	True
69	2.794078	2.865469	-0.071391	True
70	8.995361	8.902628	0.092732	False
71	2.794078	2.865469	-0.071391	True
72	2.794078	2.865469	-0.071391	True
73	10.017307	9.911290	0.106017	False
74	5.531405	5.570931	-0.039525	True
75	2.794078	2.865469	-0.071391	True
76	5.819781	5.857249	-0.037468	True
77	2.794078	2.865469	-0.071391	True
78	2.794078	2.865469	-0.071391	True
79	9.553117	9.478133	0.074984	False
80	2.794078	2.865469	-0.071391	True
81	2.794078	2.865469	-0.071391	True
82	11.288757	11.318546	-0.029790	True
83	2.794078	2.865469	-0.071391	True
84	2.794078	2.865469	-0.071391	True
85	6.923418	6.981102	-0.057684	True
86	2.794078	2.865469	-0.071391	True
87	2.794078	2.865469	-0.071391	True
88	10.948624	13.763414	-2.814790	True
89	5.531405	5.570931	-0.039525	True
90	6.737425	8.174702	-1.437277	True
91	17.364826	16.981222	0.383605	False
92	2.794078	2.865469	-0.071391	True
93	2.794078	2.865469	-0.071391	True
94	9.949103	9.971468	-0.022365	True
95	2.794078	2.865469	-0.071391	True
96	7.281431	7.310554	-0.029123	True
97	10.475165	10.534251	-0.059086	True
98	2.794078	2.865469	-0.071391	True
99	2.794078	2.865469	-0.071391	True
100	13.758533	13.610003	0.148530	False
101	2.794078	2.865469	-0.071391	True
102	10.254758	10.183372	0.071387	False
103	6.737425	8.174702	-1.437277	True
104	2.794078	2.865469	-0.071391	True
105	2.794078	2.865469	-0.071391	True
106	2.794078	2.865469	-0.071391	True
107	10.804092	8.906783	1.897309	False
108	8.104812	8.175559	-0.070747	True
109	14.175612	14.032325	0.143287	False
110	5.545792	5.470148	0.075644	False
111	2.794078	2.865469	-0.071391	True
112	14.682558	14.402822	0.279737	False
113	8.389829	8.175618	0.214211	False
114	2.794078	2.865469	-0.071391	True
115	14.865507	13.200543	1.664964	False
116	2.794078	2.865469	-0.071391	True
117	7.341305	7.301979	0.039327	False
118	10.488727	10.526378	-0.037651	True
119	2.794078	2.865469	-0.071391	True
120	2.794078	2.865469	-0.071391	True
121	15.131063	16.485005	-1.353942	True
122	5.819781	5.857249	-0.037468	True
123	2.794078	2.865469	-0.071391	True
124	17.653399	17.521908	0.131491	False
125	2.794078	2.865469	-0.071391	True
126	2.794078	2.865469	-0.071391	True
127	2.794078	2.865469	-0.071391	True
128	6.090844	6.209382	-0.118538	True
129	6.006206	8.805573	-2.799367	True
130	17.483258	17.259523	0.223735	False
131	9.116416	9.201160	-0.084744	True
132	2.794078	2.865469	-0.071391	True
133	5.819781	5.857249	-0.037468	True
134	8.104812	8.175559	-0.070747	True
135	2.794078	2.865469	-0.071391	True
