Site-Specific Likelihood Analysis for Clade_6
==================================================

Supporting sites: 651
Conflicting sites: 247
Neutral sites: 1
Support ratio: 2.6356
Sum of supporting deltas: -40.0876
Sum of conflicting deltas: 28.0874
Weighted support ratio: 1.4272

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
1	2.794078	2.803707	-0.009630	True
2	2.794078	2.803707	-0.009630	True
3	2.794078	2.803707	-0.009630	True
4	5.531405	5.538977	-0.007572	True
5	2.794078	2.803707	-0.009630	True
6	2.794078	2.803707	-0.009630	True
7	10.688236	10.569602	0.118634	False
8	6.006206	6.031183	-0.024978	True
9	6.196371	6.217774	-0.021403	True
10	16.103041	15.993598	0.109444	False
11	2.794078	2.803707	-0.009630	True
12	2.794078	2.803707	-0.009630	True
13	13.377375	13.313460	0.063915	False
14	2.794078	2.803707	-0.009630	True
15	2.794078	2.803707	-0.009630	True
16	5.531405	5.538977	-0.007572	True
17	10.281942	10.281872	0.000071	False
18	9.626895	9.596319	0.030576	False
19	16.921968	16.949275	-0.027307	True
20	10.066029	9.933613	0.132416	False
21	13.151213	13.149334	0.001878	False
22	13.681484	13.692818	-0.011334	True
23	2.794078	2.803707	-0.009630	True
24	2.794078	2.803707	-0.009630	True
25	20.324002	20.234989	0.089013	False
26	2.794078	2.803707	-0.009630	True
27	2.794078	2.803707	-0.009630	True
28	10.882144	10.875206	0.006938	False
29	6.698171	6.732308	-0.034137	True
30	2.794078	2.803707	-0.009630	True
31	21.697017	21.809734	-0.112718	True
32	2.794078	2.803707	-0.009630	True
33	2.794078	2.803707	-0.009630	True
34	13.120831	13.127550	-0.006719	True
35	2.794078	2.803707	-0.009630	True
36	2.794078	2.803707	-0.009630	True
37	13.552500	13.443123	0.109378	False
38	2.794078	2.803707	-0.009630	True
39	2.794078	2.803707	-0.009630	True
40	16.802362	16.796173	0.006188	False
41	5.545792	5.550210	-0.004418	True
42	2.794078	2.803707	-0.009630	True
43	14.858861	14.596154	0.262707	False
44	2.794078	2.803707	-0.009630	True
45	2.794078	2.803707	-0.009630	True
46	12.900439	14.140800	-1.240361	True
47	2.794078	2.803707	-0.009630	True
48	2.794078	2.803707	-0.009630	True
49	18.093237	18.676856	-0.583619	True
50	2.794078	2.803707	-0.009630	True
51	2.794078	2.803707	-0.009630	True
52	9.628066	9.597583	0.030483	False
53	13.359001	13.195414	0.163587	False
54	2.794078	2.803707	-0.009630	True
55	12.964715	12.854827	0.109889	False
56	15.737436	15.637137	0.100300	False
57	6.006206	6.031183	-0.024978	True
58	12.839140	12.838527	0.000613	False
59	2.794078	2.803707	-0.009630	True
60	2.794078	2.803707	-0.009630	True
61	5.531405	5.538977	-0.007572	True
62	2.794078	2.803707	-0.009630	True
63	2.794078	2.803707	-0.009630	True
64	5.819781	5.835222	-0.015441	True
65	10.028995	10.059710	-0.030715	True
66	2.794078	2.803707	-0.009630	True
67	13.319214	13.229842	0.089373	False
68	2.794078	2.803707	-0.009630	True
69	2.794078	2.803707	-0.009630	True
70	8.995361	9.018510	-0.023149	True
71	2.794078	2.803707	-0.009630	True
72	2.794078	2.803707	-0.009630	True
73	10.017307	9.982041	0.035266	False
74	5.531405	5.538977	-0.007572	True
75	2.794078	2.803707	-0.009630	True
76	5.819781	5.835222	-0.015441	True
77	2.794078	2.803707	-0.009630	True
78	2.794078	2.803707	-0.009630	True
79	9.553117	9.567312	-0.014194	True
80	2.794078	2.803707	-0.009630	True
81	2.794078	2.803707	-0.009630	True
82	11.288757	11.265468	0.023288	False
83	2.794078	2.803707	-0.009630	True
84	2.794078	2.803707	-0.009630	True
85	6.923418	6.938278	-0.014860	True
86	2.794078	2.803707	-0.009630	True
87	2.794078	2.803707	-0.009630	True
88	10.948624	10.895783	0.052841	False
