Site-Specific Likelihood Analysis for Clade_8
==================================================

Supporting sites: 621
Conflicting sites: 277
Neutral sites: 1
Support ratio: 2.2419
Sum of supporting deltas: -39.4304
Sum of conflicting deltas: 37.2762
Weighted support ratio: 1.0578

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
1	2.794078	2.794464	-0.000386	True
2	2.794078	2.794464	-0.000386	True
3	2.794078	2.794464	-0.000386	True
4	5.531405	5.530345	0.001061	False
5	2.794078	2.794464	-0.000386	True
6	2.794078	2.794464	-0.000386	True
7	10.688236	10.730336	-0.042100	True
8	6.006206	6.016960	-0.010754	True
9	6.196371	6.192240	0.004131	False
10	16.103041	16.140168	-0.037127	True
11	2.794078	2.794464	-0.000386	True
12	2.794078	2.794464	-0.000386	True
13	13.377375	13.385788	-0.008413	True
14	2.794078	2.794464	-0.000386	True
15	2.794078	2.794464	-0.000386	True
16	5.531405	5.530345	0.001061	False
17	10.281942	10.265138	0.016804	False
18	9.626895	9.558099	0.068796	False
19	16.921968	14.577356	2.344612	False
20	10.066029	9.979815	0.086214	False
21	13.151213	13.131738	0.019475	False
22	13.681484	13.660473	0.021011	False
23	2.794078	2.794464	-0.000386	True
24	2.794078	2.794464	-0.000386	True
25	20.324002	20.183350	0.140652	False
26	2.794078	2.794464	-0.000386	True
27	2.794078	2.794464	-0.000386	True
28	10.882144	10.871287	0.010857	False
29	6.698171	6.673831	0.024340	False
30	2.794078	2.794464	-0.000386	True
31	21.697017	21.665987	0.031030	False
32	2.794078	2.794464	-0.000386	True
33	2.794078	2.794464	-0.000386	True
34	13.120831	13.127911	-0.007080	True
35	2.794078	2.794464	-0.000386	True
36	2.794078	2.794464	-0.000386	True
37	13.552500	13.510321	0.042179	False
38	2.794078	2.794464	-0.000386	True
39	2.794078	2.794464	-0.000386	True
40	16.802362	16.885868	-0.083506	True
41	5.545792	5.549047	-0.003255	True
42	2.794078	2.794464	-0.000386	True
43	14.858861	14.851631	0.007229	False
44	2.794078	2.794464	-0.000386	True
45	2.794078	2.794464	-0.000386	True
46	12.900439	12.884686	0.015752	False
47	2.794078	2.794464	-0.000386	True
48	2.794078	2.794464	-0.000386	True
49	18.093237	17.989794	0.103444	False
50	2.794078	2.794464	-0.000386	True
51	2.794078	2.794464	-0.000386	True
52	9.628066	9.559155	0.068911	False
53	13.359001	13.278960	0.080040	False
54	2.794078	2.794464	-0.000386	True
55	12.964715	13.001994	-0.037279	True
56	15.737436	13.880340	1.857096	False
57	6.006206	6.016960	-0.010754	True
58	12.839140	12.834508	0.004632	False
59	2.794078	2.794464	-0.000386	True
60	2.794078	2.794464	-0.000386	True
61	5.531405	5.530345	0.001061	False
62	2.794078	2.794464	-0.000386	True
63	2.794078	2.794464	-0.000386	True
64	5.819781	5.822366	-0.002585	True
65	10.028995	10.024363	0.004632	False
66	2.794078	2.794464	-0.000386	True
67	13.319214	13.351473	-0.032259	True
68	2.794078	2.794464	-0.000386	True
69	2.794078	2.794464	-0.000386	True
70	8.995361	9.007284	-0.011924	True
71	2.794078	2.794464	-0.000386	True
72	2.794078	2.794464	-0.000386	True
73	10.017307	10.058514	-0.041207	True
74	5.531405	5.530345	0.001061	False
75	2.794078	2.794464	-0.000386	True
76	5.819781	5.822366	-0.002585	True
77	2.794078	2.794464	-0.000386	True
78	2.794078	2.794464	-0.000386	True
79	9.553117	9.617216	-0.064099	True
80	2.794078	2.794464	-0.000386	True
81	2.794078	2.794464	-0.000386	True
82	11.288757	11.392373	-0.103616	True
83	2.794078	2.794464	-0.000386	True
84	2.794078	2.794464	-0.000386	True
85	6.923418	6.920855	0.002563	False
86	2.794078	2.794464	-0.000386	True
87	2.794078	2.794464	-0.000386	True
88	10.948624	13.427317	-2.478693	True
89	5.531405	5.530345	0.001061	False
90	6.737425	6.694118	0.043307	False
91	17.364826	17.272625	0.092201	False
