Site-Specific Likelihood Analysis for Clade_11
==================================================

Supporting sites: 752
Conflicting sites: 146
Neutral sites: 1
Support ratio: 5.1507
Sum of supporting deltas: -81.3266
Sum of conflicting deltas: 43.3896
Weighted support ratio: 1.8743

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
1	2.794078	2.813453	-0.019376	True
2	2.794078	2.813453	-0.019376	True
3	2.794078	2.813453	-0.019376	True
4	5.531405	5.554505	-0.023099	True
5	2.794078	2.813453	-0.019376	True
6	2.794078	2.813453	-0.019376	True
7	10.688236	13.765441	-3.077205	True
8	6.006206	6.061367	-0.055161	True
9	6.196371	6.209451	-0.013080	True
10	16.103041	16.323783	-0.220741	True
11	2.794078	2.813453	-0.019376	True
12	2.794078	2.813453	-0.019376	True
13	13.377375	13.276446	0.100929	False
14	2.794078	2.813453	-0.019376	True
15	2.794078	2.813453	-0.019376	True
16	5.531405	5.554505	-0.023099	True
17	10.281942	10.309276	-0.027333	True
18	9.626895	9.661250	-0.034354	True
19	16.921968	16.842194	0.079774	False
20	10.066029	10.095650	-0.029621	True
21	13.151213	12.718729	0.432483	False
22	13.681484	13.702640	-0.021156	True
23	2.794078	2.813453	-0.019376	True
24	2.794078	2.813453	-0.019376	True
25	20.324002	20.503195	-0.179193	True
26	2.794078	2.813453	-0.019376	True
27	2.794078	2.813453	-0.019376	True
28	10.882144	13.953643	-3.071499	True
29	6.698171	6.607535	0.090636	False
30	2.794078	2.813453	-0.019376	True
31	21.697017	21.035497	0.661520	False
32	2.794078	2.813453	-0.019376	True
33	2.794078	2.813453	-0.019376	True
34	13.120831	16.159998	-3.039168	True
35	2.794078	2.813453	-0.019376	True
36	2.794078	2.813453	-0.019376	True
37	13.552500	13.435785	0.116716	False
38	2.794078	2.813453	-0.019376	True
39	2.794078	2.813453	-0.019376	True
40	16.802362	16.346175	0.456187	False
41	5.545792	5.568901	-0.023109	True
42	2.794078	2.813453	-0.019376	True
43	14.858861	14.901713	-0.042852	True
44	2.794078	2.813453	-0.019376	True
45	2.794078	2.813453	-0.019376	True
46	12.900439	12.888904	0.011534	False
47	2.794078	2.813453	-0.019376	True
48	2.794078	2.813453	-0.019376	True
49	18.093237	18.101606	-0.008369	True
50	2.794078	2.813453	-0.019376	True
51	2.794078	2.813453	-0.019376	True
52	9.628066	9.662402	-0.034337	True
53	13.359001	13.431716	-0.072716	True
54	2.794078	2.813453	-0.019376	True
55	12.964715	12.545393	0.419322	False
56	15.737436	15.782448	-0.045012	True
57	6.006206	6.061367	-0.055161	True
58	12.839140	12.580388	0.258752	False
59	2.794078	2.813453	-0.019376	True
60	2.794078	2.813453	-0.019376	True
61	5.531405	5.554505	-0.023099	True
62	2.794078	2.813453	-0.019376	True
63	2.794078	2.813453	-0.019376	True
64	5.819781	5.836866	-0.017085	True
65	10.028995	10.285675	-0.256680	True
66	2.794078	2.813453	-0.019376	True
67	13.319214	13.587237	-0.268023	True
68	2.794078	2.813453	-0.019376	True
69	2.794078	2.813453	-0.019376	True
70	8.995361	9.049013	-0.053652	True
71	2.794078	2.813453	-0.019376	True
72	2.794078	2.813453	-0.019376	True
73	10.017307	9.589272	0.428035	False
74	5.531405	5.554505	-0.023099	True
75	2.794078	2.813453	-0.019376	True
76	5.819781	5.836866	-0.017085	True
77	2.794078	2.813453	-0.019376	True
78	2.794078	2.813453	-0.019376	True
79	9.553117	9.582282	-0.029165	True
80	2.794078	2.813453	-0.019376	True
81	2.794078	2.813453	-0.019376	True
82	11.288757	10.862582	0.426175	False
83	2.794078	2.813453	-0.019376	True
84	2.794078	2.813453	-0.019376	True
85	6.923418	6.493442	0.429976	False
86	2.794078	2.813453	-0.019376	True
87	2.794078	2.813453	-0.019376	True
88	10.948624	11.006901	-0.058277	True
89	5.531405	5.554505	-0.023099	True
90	6.737425	6.716113	0.021312	False
91	17.364826	16.990424	0.374402	False
92	2.794078	2.813453	-0.019376	True
93	2.794078	2.813453	-0.019376	True
94	9.949103	9.516855	0.432248	False
95	2.794078	2.813453	-0.019376	True
96	7.281431	6.849200	0.432231	False
97	10.475165	10.501494	-0.026328	True
98	2.794078	2.813453	-0.019376	True
99	2.794078	2.813453	-0.019376	True
100	13.758533	13.344524	0.414008	False
101	2.794078	2.813453	-0.019376	True
102	10.254758	10.030364	0.224395	False
103	6.737425	6.716113	0.021312	False
104	2.794078	2.813453	-0.019376	True
105	2.794078	2.813453	-0.019376	True
106	2.794078	2.813453	-0.019376	True
107	10.804092	10.862035	-0.057943	True
108	8.104812	8.122457	-0.017645	True
109	14.175612	14.244673	-0.069061	True
110	5.545792	5.568901	-0.023109	True
111	2.794078	2.813453	-0.019376	True
112	14.682558	17.699131	-3.016573	True
113	8.389829	8.388558	0.001271	False
114	2.794078	2.813453	-0.019376	True
115	14.865507	14.927624	-0.062117	True
116	2.794078	2.813453	-0.019376	True
117	7.341305	7.316262	0.025043	False
118	10.488727	10.710463	-0.221737	True
119	2.794078	2.813453	-0.019376	True
120	2.794078	2.813453	-0.019376	True
121	15.131063	15.149083	-0.018020	True
122	5.819781	5.836866	-0.017085	True
123	2.794078	2.813453	-0.019376	True
124	17.653399	17.254337	0.399063	False
125	2.794078	2.813453	-0.019376	True
126	2.794078	2.813453	-0.019376	True
127	2.794078	2.813453	-0.019376	True
128	6.090844	6.115509	-0.024665	True
129	6.006206	6.061367	-0.055161	True
130	17.483258	17.037091	0.446168	False
131	9.116416	9.138790	-0.022374	True
132	2.794078	2.813453	-0.019376	True
133	5.819781	5.836866	-0.017085	True
134	8.104812	8.122457	-0.017645	True
135	2.794078	2.813453	-0.019376	True
136	10.018528	9.590090	0.428439	False
137	2.794078	2.813453	-0.019376	True
138	2.794078	2.813453	-0.019376	True
139	11.878406	11.871016	0.007390	False
140	6.923418	6.493442	0.429976	False
141	2.794078	2.813453	-0.019376	True
142	14.119798	13.659778	0.460020	False
143	5.531405	5.554505	-0.023099	True
144	8.723215	8.782295	-0.059079	True
145	2.794078	2.813453	-0.019376	True
146	2.794078	2.813453	-0.019376	True
147	5.545792	5.568901	-0.023109	True
148	14.774151	14.988107	-0.213956	True
149	15.602762	15.603964	-0.001202	True
150	6.196371	6.209451	-0.013080	True
151	14.854950	14.981428	-0.126478	True
152	2.794078	2.813453	-0.019376	True
153	2.794078	2.813453	-0.019376	True
154	2.794078	2.813453	-0.019376	True
155	2.794078	2.813453	-0.019376	True
156	2.794078	2.813453	-0.019376	True
157	2.794078	2.813453	-0.019376	True
158	9.872200	9.740747	0.131453	False
159	2.794078	2.813453	-0.019376	True
160	18.930978	21.953106	-3.022128	True
161	9.291438	9.350547	-0.059108	True
162	9.186005	9.230372	-0.044367	True
