Site-Specific Likelihood Analysis for Clade_10
==================================================

Supporting sites: 664
Conflicting sites: 233
Neutral sites: 1
Support ratio: 2.8498
Sum of supporting deltas: -52.0007
Sum of conflicting deltas: 34.1634
Weighted support ratio: 1.5221

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
1	2.794078	2.809691	-0.015613	True
2	2.794078	2.809691	-0.015613	True
3	2.794078	2.809691	-0.015613	True
4	5.531405	5.552804	-0.021398	True
5	2.794078	2.809691	-0.015613	True
6	2.794078	2.809691	-0.015613	True
7	10.688236	10.872000	-0.183764	True
8	6.006206	5.894723	0.111483	False
9	6.196371	6.218067	-0.021696	True
10	16.103041	16.201527	-0.098486	True
11	2.794078	2.809691	-0.015613	True
12	2.794078	2.809691	-0.015613	True
13	13.377375	13.065376	0.311999	False
14	2.794078	2.809691	-0.015613	True
15	2.794078	2.809691	-0.015613	True
16	5.531405	5.552804	-0.021398	True
17	10.281942	10.300045	-0.018103	True
18	9.626895	9.672685	-0.045790	True
19	16.921968	16.581225	0.340744	False
20	10.066029	10.050299	0.015730	False
21	13.151213	13.141119	0.010094	False
22	13.681484	13.705217	-0.023733	True
23	2.794078	2.809691	-0.015613	True
24	2.794078	2.809691	-0.015613	True
25	20.324002	20.278614	0.045388	False
26	2.794078	2.809691	-0.015613	True
27	2.794078	2.809691	-0.015613	True
28	10.882144	11.054307	-0.172163	True
29	6.698171	6.363468	0.334702	False
30	2.794078	2.809691	-0.015613	True
31	21.697017	21.433325	0.263691	False
32	2.794078	2.809691	-0.015613	True
33	2.794078	2.809691	-0.015613	True
34	13.120831	13.286434	-0.165603	True
35	2.794078	2.809691	-0.015613	True
36	2.794078	2.809691	-0.015613	True
37	13.552500	13.246250	0.306250	False
38	2.794078	2.809691	-0.015613	True
39	2.794078	2.809691	-0.015613	True
40	16.802362	16.766929	0.035432	False
41	5.545792	5.560402	-0.014610	True
42	2.794078	2.809691	-0.015613	True
43	14.858861	14.802818	0.056043	False
44	2.794078	2.809691	-0.015613	True
45	2.794078	2.809691	-0.015613	True
46	12.900439	12.901232	-0.000793	True
47	2.794078	2.809691	-0.015613	True
48	2.794078	2.809691	-0.015613	True
49	18.093237	18.013323	0.079915	False
50	2.794078	2.809691	-0.015613	True
51	2.794078	2.809691	-0.015613	True
52	9.628066	9.674063	-0.045997	True
53	13.359001	13.414082	-0.055082	True
54	2.794078	2.809691	-0.015613	True
55	12.964715	12.960412	0.004303	False
56	15.737436	15.711624	0.025812	False
57	6.006206	5.894723	0.111483	False
58	12.839140	12.916231	-0.077092	True
59	2.794078	2.809691	-0.015613	True
60	2.794078	2.809691	-0.015613	True
61	5.531405	5.552804	-0.021398	True
62	2.794078	2.809691	-0.015613	True
63	2.794078	2.809691	-0.015613	True
64	5.819781	5.832088	-0.012307	True
65	10.028995	8.381882	1.647113	False
66	2.794078	2.809691	-0.015613	True
67	13.319214	11.676778	1.642436	False
68	2.794078	2.809691	-0.015613	True
69	2.794078	2.809691	-0.015613	True
70	8.995361	8.886118	0.109242	False
71	2.794078	2.809691	-0.015613	True
72	2.794078	2.809691	-0.015613	True
73	10.017307	12.077065	-2.059758	True
74	5.531405	5.552804	-0.021398	True
75	2.794078	2.809691	-0.015613	True
76	5.819781	5.832088	-0.012307	True
77	2.794078	2.809691	-0.015613	True
78	2.794078	2.809691	-0.015613	True
79	9.553117	9.566886	-0.013768	True
80	2.794078	2.809691	-0.015613	True
81	2.794078	2.809691	-0.015613	True
82	11.288757	13.356334	-2.067577	True
83	2.794078	2.809691	-0.015613	True
84	2.794078	2.809691	-0.015613	True
85	6.923418	6.921675	0.001743	False
86	2.794078	2.809691	-0.015613	True
87	2.794078	2.809691	-0.015613	True
88	10.948624	10.915336	0.033288	False
89	5.531405	5.552804	-0.021398	True
90	6.737425	6.672020	0.065404	False
91	17.364826	18.276014	-0.911187	True
92	2.794078	2.809691	-0.015613	True
93	2.794078	2.809691	-0.015613	True
94	9.949103	9.944051	0.005052	False
95	2.794078	2.809691	-0.015613	True
96	7.281431	9.349857	-2.068425	True
97	10.475165	10.574867	-0.099702	True
98	2.794078	2.809691	-0.015613	True
99	2.794078	2.809691	-0.015613	True
100	13.758533	14.908007	-1.149474	True
101	2.794078	2.809691	-0.015613	True
102	10.254758	10.349498	-0.094739	True
103	6.737425	6.672020	0.065404	False
104	2.794078	2.809691	-0.015613	True
105	2.794078	2.809691	-0.015613	True
106	2.794078	2.809691	-0.015613	True
107	10.804092	10.731566	0.072526	False
108	8.104812	8.108204	-0.003392	True
109	14.175612	14.205530	-0.029918	True
110	5.545792	5.560402	-0.014610	True
111	2.794078	2.809691	-0.015613	True
112	14.682558	14.874679	-0.192121	True
113	8.389829	8.369697	0.020132	False
114	2.794078	2.809691	-0.015613	True
115	14.865507	14.783908	0.081600	False
116	2.794078	2.809691	-0.015613	True
117	7.341305	7.372019	-0.030714	True
